temperature,air_pressure,same_day_rain,next_day_rain,relative_humidity,wind_direction,wind_speed,cloud_height,cloud_density,month,day,daylight,lightning,air_quality
high,increasing,drizzle,dry,low,west,low,low,high,june,saturday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,january,friday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,east,no_wind,high,low,november,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,no_wind,low,high,april,thursday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,high,low,low,january,sunday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,low,west,low,no_cloud,no_cloud,august,sunday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,east,no_wind,high,low,october,monday,sunny,no_lightning,bad
high,decreasing,drizzle,deluge,high,south,high,low,high,july,wednesday,cloudy,no_lightning,medium
cold,increasing,dry,dry,low,west,no_wind,high,high,december,thursday,cloudy,no_lightning,bad
high,decreasing,deluge,drizzle,high,south,low,low,high,august,sunday,cloudy,no_lightning,bad
high,increasing,dry,drizzle,low,north,low,high,low,august,sunday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,june,saturday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,north,high,high,high,july,thursday,cloudy,no_lightning,bad
high,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,august,friday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,no_wind,high,high,august,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,low,no_cloud,no_cloud,march,sunday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,no_wind,high,high,september,tuesday,cloudy,no_lightning,bad
high,increasing,drizzle,deluge,high,east,low,low,high,august,saturday,sunny,no_lightning,good
medium,increasing,deluge,dry,low,north,high,high,low,december,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,high,high,low,april,saturday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,no_wind,low,low,february,tuesday,sunny,no_lightning,bad
cold,decreasing,drizzle,deluge,low,north,low,low,high,february,tuesday,cloudy,no_lightning,bad
cold,decreasing,drizzle,deluge,low,south,no_wind,high,high,november,thursday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,low,south,no_wind,low,high,december,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,no_wind,low,low,october,friday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,low,high,low,may,tuesday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,low,high,august,tuesday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,west,no_wind,low,high,september,thursday,cloudy,no_lightning,bad
cold,increasing,drizzle,deluge,high,south,no_wind,low,high,february,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,drizzle,low,east,no_wind,low,high,february,sunday,cloudy,no_lightning,bad
medium,increasing,deluge,drizzle,low,north,high,low,high,november,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,south,no_wind,low,low,march,saturday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,low,low,low,december,tuesday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,high,low,high,january,thursday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,no_wind,high,high,june,friday,cloudy,no_lightning,bad
cold,increasing,deluge,dry,high,north,no_wind,low,low,december,monday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,west,no_wind,low,low,july,saturday,cloudy,no_lightning,medium
cold,increasing,drizzle,dry,high,south,high,low,high,march,monday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,no_wind,low,low,may,saturday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,no_wind,no_cloud,no_cloud,january,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,december,sunday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,west,high,low,high,august,thursday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,april,wednesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,high,high,low,december,tuesday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,no_wind,high,low,june,tuesday,cloudy,high,bad
cold,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,september,saturday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,low,high,high,may,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,high,high,low,march,monday,cloudy,no_lightning,bad
high,decreasing,dry,drizzle,low,east,no_wind,high,low,june,friday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,high,east,low,no_cloud,no_cloud,july,friday,sunny,low,medium
cold,decreasing,deluge,deluge,high,east,low,low,high,april,friday,cloudy,no_lightning,bad
cold,increasing,dry,deluge,high,west,no_wind,no_cloud,no_cloud,january,saturday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,high,high,low,december,thursday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,high,low,low,november,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,no_wind,low,low,november,tuesday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,west,no_wind,no_cloud,no_cloud,may,friday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,may,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,south,no_wind,no_cloud,no_cloud,october,tuesday,sunny,no_lightning,bad
cold,increasing,deluge,dry,low,west,high,low,high,january,wednesday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,no_wind,low,high,august,saturday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,high,high,high,may,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,no_wind,no_cloud,no_cloud,january,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,high,high,may,thursday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,west,high,no_cloud,no_cloud,march,wednesday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,high,low,low,may,monday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,low,no_cloud,no_cloud,january,monday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,low,low,high,april,monday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,high,low,february,friday,sunny,no_lightning,bad
high,increasing,dry,dry,low,west,no_wind,high,low,june,sunday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,no_wind,low,low,july,sunday,sunny,no_lightning,medium
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,january,wednesday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,low,high,low,may,saturday,cloudy,no_lightning,bad
cold,decreasing,deluge,drizzle,high,west,low,low,high,september,tuesday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,low,low,february,wednesday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,low,west,low,low,low,september,sunday,sunny,low,bad
medium,increasing,dry,dry,high,north,low,no_cloud,no_cloud,december,wednesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,low,high,october,monday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,no_wind,low,low,january,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,low,low,high,november,tuesday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,east,low,low,low,august,monday,sunny,no_lightning,bad
high,increasing,dry,dry,low,west,low,no_cloud,no_cloud,july,tuesday,sunny,high,bad
cold,decreasing,deluge,deluge,high,north,low,high,high,march,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,low,high,high,july,monday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,north,no_wind,no_cloud,no_cloud,october,tuesday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,april,sunday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,low,no_cloud,no_cloud,january,sunday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,high,low,high,december,tuesday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,west,no_wind,no_cloud,no_cloud,june,sunday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,low,high,high,october,tuesday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,high,high,high,september,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,low,low,high,november,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,low,high,low,march,tuesday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,low,no_cloud,no_cloud,may,saturday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,low,low,high,february,wednesday,cloudy,no_lightning,bad
cold,decreasing,deluge,drizzle,low,south,low,low,high,september,tuesday,cloudy,no_lightning,bad
medium,increasing,drizzle,drizzle,high,west,no_wind,low,high,april,wednesday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,west,no_wind,low,low,may,monday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,low,west,no_wind,no_cloud,no_cloud,january,monday,sunny,no_lightning,bad
cold,decreasing,deluge,drizzle,low,east,high,high,low,march,friday,cloudy,no_lightning,bad
cold,decreasing,deluge,drizzle,low,south,high,high,low,april,thursday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,high,low,low,june,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,low,north,low,no_cloud,no_cloud,july,wednesday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,south,high,high,high,august,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,south,low,no_cloud,no_cloud,november,monday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,east,high,high,high,january,sunday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,north,low,low,low,january,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,low,low,october,monday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,no_wind,high,high,december,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,low,low,high,february,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,no_wind,high,high,november,sunday,cloudy,no_lightning,bad
high,increasing,drizzle,deluge,high,east,low,high,low,august,saturday,sunny,no_lightning,medium
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,september,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,east,low,no_cloud,no_cloud,april,thursday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,no_wind,high,high,september,monday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,no_wind,high,high,january,sunday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,east,low,no_cloud,no_cloud,october,wednesday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,high,south,low,no_cloud,no_cloud,april,tuesday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,south,no_wind,no_cloud,no_cloud,april,friday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,low,high,low,march,friday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,no_wind,high,low,may,wednesday,sunny,no_lightning,bad
medium,increasing,dry,drizzle,low,west,low,low,high,march,wednesday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,west,high,low,low,august,tuesday,sunny,no_lightning,medium
medium,increasing,dry,drizzle,low,north,low,high,high,june,sunday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,no_wind,low,high,november,thursday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,high,low,high,november,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,high,east,no_wind,high,low,may,thursday,sunny,no_lightning,bad
high,decreasing,dry,deluge,high,east,low,no_cloud,no_cloud,june,thursday,sunny,no_lightning,good
high,increasing,drizzle,drizzle,high,south,no_wind,low,low,august,thursday,cloudy,no_lightning,bad
cold,increasing,deluge,dry,high,west,high,low,low,december,tuesday,cloudy,low,bad
high,increasing,drizzle,dry,low,east,high,low,high,august,wednesday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,west,no_wind,low,high,july,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,low,north,low,high,low,february,tuesday,sunny,no_lightning,bad
medium,increasing,dry,drizzle,low,north,high,high,low,april,sunday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,no_wind,low,low,march,friday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,low,south,high,high,high,may,wednesday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,south,high,low,low,july,wednesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,no_cloud,no_cloud,november,friday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,low,west,low,no_cloud,no_cloud,june,wednesday,sunny,no_lightning,bad
medium,increasing,drizzle,drizzle,high,west,no_wind,high,high,april,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,east,high,high,low,january,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,north,no_wind,low,low,october,sunday,cloudy,no_lightning,bad
high,increasing,drizzle,deluge,high,west,high,high,low,july,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,low,low,high,may,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,low,west,low,low,high,august,thursday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,low,low,high,may,friday,cloudy,no_lightning,medium
medium,increasing,dry,dry,low,north,high,no_cloud,no_cloud,may,thursday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,south,high,no_cloud,no_cloud,february,sunday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,high,high,low,october,friday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,high,high,low,september,friday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,west,low,no_cloud,no_cloud,april,friday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,no_wind,low,high,january,monday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,east,high,no_cloud,no_cloud,february,tuesday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,low,north,no_wind,high,high,march,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,south,high,low,high,january,sunday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,high,high,low,september,saturday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,east,low,no_cloud,no_cloud,november,thursday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,south,no_wind,low,high,august,monday,cloudy,no_lightning,medium
high,decreasing,dry,drizzle,low,west,low,high,high,june,monday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,east,low,no_cloud,no_cloud,november,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,high,high,low,march,monday,sunny,no_lightning,bad
high,decreasing,dry,deluge,high,south,high,no_cloud,no_cloud,july,wednesday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,low,east,low,high,low,september,saturday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,north,low,low,high,july,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,high,south,low,no_cloud,no_cloud,november,saturday,sunny,no_lightning,bad
medium,increasing,deluge,drizzle,high,south,low,low,high,october,monday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,high,low,low,april,friday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,east,no_wind,high,high,january,wednesday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,south,no_wind,low,low,september,saturday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,december,monday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,low,high,low,august,thursday,sunny,no_lightning,good
medium,increasing,dry,dry,low,south,no_wind,low,low,march,saturday,sunny,no_lightning,medium
medium,increasing,dry,dry,high,west,low,no_cloud,no_cloud,october,tuesday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,east,no_wind,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,south,high,high,high,april,thursday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,no_wind,low,high,august,thursday,cloudy,low,medium
cold,decreasing,deluge,deluge,high,west,no_wind,low,low,september,friday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,low,high,high,january,sunday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,high,low,low,july,friday,sunny,no_lightning,bad
cold,increasing,drizzle,deluge,high,west,high,high,high,february,saturday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,north,no_wind,low,low,july,tuesday,sunny,low,bad
cold,decreasing,deluge,deluge,high,west,low,high,high,november,wednesday,cloudy,no_lightning,bad
cold,decreasing,drizzle,deluge,high,north,no_wind,low,low,october,sunday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,low,high,high,august,friday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,west,high,low,high,november,sunday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,south,high,low,high,september,monday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,september,friday,sunny,no_lightning,bad
